"Navigation preset deleted","Navigation preset deleted"
"Navigation preset saved/updated","Navigation preset saved/updated"
"Navigation saved/updated","Navigation saved/updated"
"Navigations updated","Navigations updated"
"Need Some Attention","Need Some Attention"
New,New
"New / Updated","New / Updated"
"New Line Delay","New Line Delay"
"New Line Delay: time before the next sequenced line is &quot;typed&quot; (once the previous line has been erased)","New Line Delay: time before the next sequenced line is &quot;typed&quot; (once the previous line has been erased)"
"New Slider","New Slider"
"New Window","New Window"
"Next &raquo;","Next &raquo;"
"Next / Previous","Next / Previous"
"Next Slide","Next Slide"
"Next Slide On End:","Next Slide On End:"
"Next Slide on Focus","Next Slide on Focus"
No,No
"No API KEY - Could not fetch flickr photosets","No API KEY - Could not fetch flickr photosets"
"No Changes Recorder","No Changes Recorder"
"No Corner","No Corner"
"No Data Received","No Data Received"
"No Filter","No Filter"
"No ID given","No ID given"
"No Lazy Loading","No Lazy Loading"
"No More Steps","No More Steps"
"No Parallax","No Parallax"
"No Poster on Mobile:","No Poster on Mobile:"
"No Problems","No Problems"
"No Shadow","No Shadow"
"No Sliders Found","No Sliders Found"
"No Split","No Split"
"No Style","No Style"
"No Thumbnail Image Set on Video / Video Not Found / No Valid Video ID","No Thumbnail Image Set on Video / Video Not Found / No Valid Video ID"
"No User URL - Could not fetch flickr photosets","No User URL - Could not fetch flickr photosets"
"No activation needed to use to use / create sliders with Slider Revolution","No activation needed to use to use / create sliders with Slider Revolution"
"No backups found for the selected Slide","No backups found for the selected Slide"
"No data could be retrieved from the servers. Please make sure that your website can connect to the themepunch servers.","No data could be retrieved from the servers. Please make sure that your website can connect to the themepunch servers."
"No data received","No data received"
"No dynamic fonts registered","No dynamic fonts registered"
"No fields are checked, please check at least one field to save a preset","No fields are checked, please check at least one field to save a preset"
"No file sent.","No file sent."
"No slides found, please add at least one Slide Template to the choosen language.","No slides found, please add at least one Slide Template to the choosen language."
"No slides found, please add some slides","No slides found, please add some slides"
"No valid Slide ID given","No valid Slide ID given"
"No valid title given","No valid title given"
"No write permissions. Can't create zip file: ","No write permissions. Can't create zip file: "
No-wrap,No-wrap
None,None
"None Parallax Layers","None Parallax Layers"
"None Parallax Static L.","None Parallax Static L."
Normal,Normal
"Not Activated","Not Activated"
"Not Active","Not Active"
"Not Installed","Not Installed"
"Not available in Demo Mode","Not available in Demo Mode"
"Not on 1st Time","Not on 1st Time"
"Note! Style templates will be updated if they exist. Importing slider, will delete all the current slider settings and slides and replacing it with the imported content.","Note! Style templates will be updated if they exist. Importing slider, will delete all the current slider settings and slides and replacing it with the imported content."
"Note! The replace process is not reversible !","Note! The replace process is not reversible !"
"Note: style templates will be updated if they exist!","Note: style templates will be updated if they exist!"
"Note: styles templates will be updated if they exist!","Note: styles templates will be updated if they exist!"
Notebook,Notebook
"Notebook Grid Width","Notebook Grid Width"
"Notebook Movement Speed in seconds","Notebook Movement Speed in seconds"
"Notebook Speed","Notebook Speed"
"Notebook Speed in seconds","Notebook Speed in seconds"
"Now Installing","Now Installing"
"Number of Comments","Number of Comments"
"Number of Likes","Number of Likes"
"Number of Particles","Number of Particles"
"Number of Views","Number of Views"
"Number of horizontal segments - Recommended: 100","Number of horizontal segments - Recommended: 100"
"Number of horizontal segments - Recommended: 100<br><br>","Number of horizontal segments - Recommended: 100<br><br>"
"Number of vertical segments - Recommended: 40","Number of vertical segments - Recommended: 40"
"Number of vertical segments - Recommended: 40<br><br>","Number of vertical segments - Recommended: 40<br><br>"
Nwdthemes,Nwdthemes
OGV:,OGV:
"ON - Add CSS and JS Files to all pages. </br>Off - CSS and JS Files will be only loaded on pages specified below and on pages with 'nwdthemes_revslider_default' layout update handle added.","ON - Add CSS and JS Files to all pages. </br>Off - CSS and JS Files will be only loaded on pages specified below and on pages with 'nwdthemes_revslider_default' layout update handle added."
Object,Object
"Object Library","Object Library"
"Object Library License Information","Object Library License Information"
"Object could not be loaded","Object could not be loaded"
Off,Off
Offset,Offset
"Offset Effect","Offset Effect"
"Offset from current Horizontal position.","Offset from current Horizontal position."
"Offset from current Vertical  position.","Offset from current Vertical  position."
"Offset from current Vertical position.","Offset from current Vertical position."
"Offset from current horizontal position of of left arrow.","Offset from current horizontal position of of left arrow."
"Offset from current horizontal position of of right arrow.","Offset from current horizontal position of of right arrow."
"Offset from current horizontal position of tabs.","Offset from current horizontal position of tabs."
"Offset from current horizontal position.","Offset from current horizontal position."
"Offset from current vertical position of of left arrow.","Offset from current vertical position of of left arrow."
"Offset from current vertical position of of right arrow.","Offset from current vertical position of of right arrow."
"Offset from current vertical position of tabs.","Offset from current vertical position of tabs."
"Offset the Effect with % of Screen. Best Values between 0% and 100%","Offset the Effect with % of Screen. Best Values between 0% and 100%"
Ok,Ok
On,On
"On 1st Time","On 1st Time"
"On IE8","On IE8"
"On Mobile","On Mobile"
"On Mobile and IE8","On Mobile and IE8"
"On Navigation:","On Navigation:"
"On Slider BG's","On Slider BG's"
"Online Slider Library","Online Slider Library"
"Only Via Actions","Only Via Actions"
"Only available if plugin is activated","Only available if plugin is activated"
"Only on Slider Hover","Only on Slider Hover"
"Ooops... Wrong Purchase Code!","Ooops... Wrong Purchase Code!"
Opacity,Opacity
"Opacity (1 = 100% Visible / 0.5 = 50% opacaity / 0 = transparent)","Opacity (1 = 100% Visible / 0.5 = 50% opacaity / 0 = transparent)"
"Opacity. (1 = 100% Visible / 0.5 = 50% opacaity / 0 = transparent)","Opacity. (1 = 100% Visible / 0.5 = 50% opacaity / 0 = transparent)"
"Open Template Library","Open Template Library"
"Open Template Store","Open Template Store"
"Opening Reveal","Opening Reveal"
"Optional delay in milliseconds before the arrows start to bounce","Optional delay in milliseconds before the arrows start to bounce"
"Optional delay in milliseconds before the arrows start to bounce.<br><br>","Optional delay in milliseconds before the arrows start to bounce.<br><br>"
"Optional delay in milliseconds for the initial reveal","Optional delay in milliseconds for the initial reveal"
"Optional delay in milliseconds for the transition","Optional delay in milliseconds for the transition"
"Optional delay in milliseconds for the transition.<br><br>","Optional delay in milliseconds for the transition.<br><br>"
"Or use <b>Revolution Slider Widget</b>. In CMS editor click Insert Widget icon or button. Select <b>NWDthemes Slider Revolution</b> widget. In <b>Widget Options</b> select slider you want to insert and click <b>Insert Widget</b> button.","Or use <b>Revolution Slider Widget</b>. In CMS editor click Insert Widget icon or button. Select <b>NWDthemes Slider Revolution</b> widget. In <b>Widget Options</b> select slider you want to insert and click <b>Insert Widget</b> button."
"Order updated","Order updated"
"Origin x/y","Origin x/y"
Original,Original
"Original CSS classname not found","Original CSS classname not found"
"Original Size","Original Size"
"Our drag and drop editor will make creating slide content an absolut breeze. This is where the magic happens!","Our drag and drop editor will make creating slide content an absolut breeze. This is where the magic happens!"
"Out Of ViewPort:","Out Of ViewPort:"
"Outer Bottom","Outer Bottom"
"Outer Left","Outer Left"
"Outer Right","Outer Right"
"Outer Top","Outer Top"
"Output Filters Protection","Output Filters Protection"
"Overall Slider Performance","Overall Slider Performance"
Overflow,Overflow
"Overflow Hidden","Overflow Hidden"
"Overlay Color","Overlay Color"
"Overlay Delay","Overlay Delay"
"Overlay Duration","Overlay Duration"
"Overlay Easing","Overlay Easing"
"Override the default slide transitions with a smooth cross-fade<br><br>","Override the default slide transitions with a smooth cross-fade<br><br>"
Overwrite,Overwrite
"Overwrite Selected Settings on all Slides","Overwrite Selected Settings on all Slides"
"Overwrite current animation?","Overwrite current animation?"
"Overwrite current static styles?","Overwrite current static styles?"
"Overwrite or append the custom animations due the new imported values ?","Overwrite or append the custom animations due the new imported values ?"
PLAY,PLAY
"PM Drizzle","PM Drizzle"
"PM Fog","PM Fog"
"PM Light Rain","PM Light Rain"
"PM Light Rain/Wind","PM Light Rain/Wind"
"PM Light Snow","PM Light Snow"
"PM Light Snow/Wind","PM Light Snow/Wind"
"PM Rain","PM Rain"
"PM Rain/Snow","PM Rain/Snow"
"PM Rain/Snow Showers","PM Rain/Snow Showers"
"PM Rain/Wind","PM Rain/Wind"
"PM Showers","PM Showers"
"PM Showers/Wind","PM Showers/Wind"
"PM Snow","PM Snow"
"PM Snow Showers","PM Snow Showers"
"PM Snow Showers/Wind","PM Snow Showers/Wind"
"PM T-storms","PM T-storms"
"PM Thundershowers","PM Thundershowers"
"PM Thunderstorms","PM Thunderstorms"
PNG,PNG
"PX or %","PX or %"
Packages,Packages
Padding,Padding
"Padding Bottom","Padding Bottom"
"Padding Left","Padding Left"
"Padding Right","Padding Right"
"Padding Top","Padding Top"
"Padding around the slider. Together with background color shows as slider border.","Padding around the slider. Together with background color shows as slider border."
"Padding as Border","Padding as Border"
"Padding in pixels for the arrow icons container<br><br>","Padding in pixels for the arrow icons container<br><br>"
"Page Background Color","Page Background Color"
"Pages to include RevSlider libraries:","Pages to include RevSlider libraries:"
"Panorama Pan-Down","Panorama Pan-Down"
"Panorama Pan-Down End","Panorama Pan-Down End"
"Panorama Pan-Down Start","Panorama Pan-Down Start"
"Panorama Pan-Left","Panorama Pan-Left"
"Panorama Pan-Left End","Panorama Pan-Left End"
"Panorama Pan-Left Start","Panorama Pan-Left Start"
"Panorama Pan-Right","Panorama Pan-Right"
"Panorama Pan-Right End","Panorama Pan-Right End"
"Panorama Pan-Right Start","Panorama Pan-Right Start"
"Panorama Pan-Up","Panorama Pan-Up"
"Panorama Pan-Up End","Panorama Pan-Up End"
"Panorama Pan-Up Start","Panorama Pan-Up Start"
"Panorama Zoom-In","Panorama Zoom-In"
"Panorama Zoom-In End","Panorama Zoom-In End"
"Panorama Zoom-In Start","Panorama Zoom-In Start"
"Panorama Zoom-Out","Panorama Zoom-Out"
"Panorama Zoom-Out End","Panorama Zoom-Out End"
"Panorama Zoom-Out Start","Panorama Zoom-Out Start"
"Parallax & 3D","Parallax & 3D"
"Parallax / 3D","Parallax / 3D"
"Parallax Feature in Slider Settings is deactivated, parallax will be ignored.","Parallax Feature in Slider Settings is deactivated, parallax will be ignored."
"Parallax Layers","Parallax Layers"
"Parallax Level:","Parallax Level:"
"Parallax Levels","Parallax Levels"
"Parallax Origo","Parallax Origo"
"Parallax Speed Multiplicator For Background. Best Values between 0.2 and 2","Parallax Speed Multiplicator For Background. Best Values between 0.2 and 2"
"Parallax Speed Multiplicator For Layers.  Best Values between 0.2 and 2","Parallax Speed Multiplicator For Layers.  Best Values between 0.2 and 2"
"Parallax Speed for Background movements.","Parallax Speed for Background movements."
"Parallax Speed for Layer movements.","Parallax Speed for Layer movements."
"Parallax Speed for Mouse movements.","Parallax Speed for Mouse movements."
"Parallax Static Layers","Parallax Static Layers"
Parameter,Parameter
"Parameter ","Parameter "
Parameters,Parameters
"Partial Fog","Partial Fog"
"Particle Color","Particle Color"
"Particle Colors","Particle Colors"
"Particle Movement","Particle Movement"
"Particle Opacity (1-100)<br><br>","Particle Opacity (1-100)<br><br>"
"Particle Size","Particle Size"
"Particle Transparency","Particle Transparency"
"Particle opacity will vary.  Default opacity will be used as the maximum.<br><br>","Particle opacity will vary.  Default opacity will be used as the maximum.<br><br>"
"Particle sizes will vary.  Default size will be used as the maximum.<br><br>","Particle sizes will vary.  Default size will be used as the maximum.<br><br>"
"Particle speeds will vary.  Default speed will be used as the maximum.<br><br>","Particle speeds will vary.  Default speed will be used as the maximum.<br><br>"
"Particles Template Failed to Delete","Particles Template Failed to Delete"
"Particles Template Failed to Save","Particles Template Failed to Save"
"Particles Template Name already exists.  Please choose another name.","Particles Template Name already exists.  Please choose another name."
"Particles Templates Ajax Request Failed","Particles Templates Ajax Request Failed"
"Particles within this distance (in pixels) will bubble/zoom.<br><br>","Particles within this distance (in pixels) will bubble/zoom.<br><br>"
"Partly Cloudy","Partly Cloudy"
"Partly Cloudy/Wind","Partly Cloudy/Wind"
"Paste Style","Paste Style"
"Patches of Fog","Patches of Fog"
"Patches of Fog/Windy","Patches of Fog/Windy"
Pause,Pause
"Pause Slider","Pause Slider"
"Pause Slider:","Pause Slider:"
Pendulum,Pendulum
"Performance and SEO Optimization","Performance and SEO Optimization"
Perspective,Perspective
"Place the shortcode where you want to show the slider","Place the shortcode where you want to show the slider"
"Play In Animation","Play In Animation"
"Play Slider","Play Slider"
"Play Video Inline:","Play Video Inline:"
"Play/Pause Layer Loop Animation","Play/Pause Layer Loop Animation"
"Play/Pause Single Layer Animation","Play/Pause Single Layer Animation"
Playlist,Playlist
"Please <a target=""_blank"" href=""https://dev.twitter.com/apps"">register</a> your application with Twitter to get the values","Please <a target=""_blank"" href=""https://dev.twitter.com/apps"">register</a> your application with Twitter to get the values"
"Please <a target=""_blank"" href=""https://developers.facebook.com/docs/apps/register"">register</a> your Website app with Facebook to get the values","Please <a target=""_blank"" href=""https://developers.facebook.com/docs/apps/register"">register</a> your Website app with Facebook to get the values"
"Please Wait a Moment","Please Wait a Moment"
"Please Wait...","Please Wait..."
"Please add a valid handle/title","Please add a valid handle/title"
"Please add at least one Layer.","Please add at least one Layer."
"Please check the listed license files for details about how you can use the ""FontAwesome"" and ""Stroke 7 Icon"" font sets for commercial projects, open source projects, or really just about whatever you want.","Please check the listed license files for details about how you can use the ""FontAwesome"" and ""Stroke 7 Icon"" font sets for commercial projects, open source projects, or really just about whatever you want."
"Please enter a Slide title","Please enter a Slide title"
"Please install Package first to use this feature","Please install Package first to use this feature"
"Please make sure that your server can connect to updates.themepunch.tools and templates.themepunch.tools programmatically.","Please make sure that your server can connect to updates.themepunch.tools and templates.themepunch.tools programmatically."
"Please respect all other icon fonts licenses for fonts not included directly into Slider Revolution.","Please respect all other icon fonts licenses for fonts not included directly into Slider Revolution."
"Please select an existing Style Template","Please select an existing Style Template"
"Please select at least one device type","Please select at least one device type"
"Please select the correct zip file, checksum failed!","Please select the correct zip file, checksum failed!"
"Please select the corresponding zip file from the download packages import folder called","Please select the corresponding zip file from the download packages import folder called"
"Please set write permission (755) to your wp-content/uploads folders to make sure the Slider can save all updates and imports in the future.","Please set write permission (755) to your wp-content/uploads folders to make sure the Slider can save all updates and imports in the future."
"Plugin Activated","Plugin Activated"
"Plugin Activation","Plugin Activation"
"Plugin Activation Required","Plugin Activation Required"
"Plugin not activated","Plugin not activated"
Popular,Popular
Position,Position
"Position of the progress bar.","Position of the progress bar."
"Position on the page","Position on the page"
"Position the Bullets to Slider or Layer Grid","Position the Bullets to Slider or Layer Grid"
"Position the Left Arrow to Slider or Layer Grid","Position the Left Arrow to Slider or Layer Grid"
"Position the Right Arrow to Slider or Layer Grid","Position the Right Arrow to Slider or Layer Grid"
"Position the Tabs to Slider or Layer Grid","Position the Tabs to Slider or Layer Grid"
"Position the Thumbnails to Slider or Layer Grid","Position the Thumbnails to Slider or Layer Grid"
"Post Title","Post Title"
"Post Types:","Post Types:"
"Post content","Post content"
"Post content limit by chars","Post content limit by chars"
"Post content limit by words","Post content limit by words"
"Post deleted","Post deleted"
Post-Based,Post-Based
"Poster Image","Poster Image"
"Poster Image Url","Poster Image Url"
"Poster/Mobile Visibility","Poster/Mobile Visibility"
Pre,Pre
Pre-Line,Pre-Line
Pre-Wrap,Pre-Wrap
"Precalculate the Height of the Slider to support Inline Links","Precalculate the Height of the Slider to support Inline Links"
"Predefined Elements","Predefined Elements"
"Predefined Layers","Predefined Layers"
Prefix:,Prefix:
"Preloaded Slides Size:","Preloaded Slides Size:"
Premium,Premium
"Premium Slider","Premium Slider"
"Premium Templates","Premium Templates"
"Prepared for slide change","Prepared for slide change"
Preset,Preset
"Preset Loaded","Preset Loaded"
"Preset Name","Preset Name"
"Preset Name:","Preset Name:"
"Preset Slider Height","Preset Slider Height"
"Preset could not be saved/values are the same","Preset could not be saved/values are the same"
"Preset created","Preset created"
"Preset deleted","Preset deleted"
"Preset handle already exists, please choose a different name","Preset handle already exists, please choose a different name"
"Preset name already exists, please choose a different name","Preset name already exists, please choose a different name"
"Preset not found","Preset not found"
"Preset not found in default navigations","Preset not found in default navigations"
"Prevents jumping of background image for Android devices for example","Prevents jumping of background image for Android devices for example"
Preview,Preview
"Preview Backup","Preview Backup"
"Preview Image Height","Preview Image Height"
"Preview Image Size","Preview Image Size"
"Preview Image Width","Preview Image Width"
"Preview Slider","Preview Slider"
"Preview or load directly the desired backup from a rotating list of 11 backups.","Preview or load directly the desired backup from a rotating list of 11 backups."
"Preview the slide backup with the possibility to load it.","Preview the slide backup with the possibility to load it."
"Preview"" the FilmStrip","Preview"" the FilmStrip"
"Preview"" the Reveal","Preview"" the Reveal"
"Preview"" the Slide to see the Effect","Preview"" the Slide to see the Effect"
"Preview"" the Slider from your web page","Preview"" the Slider from your web page"
"Preview"" your Particles","Preview"" your Particles"
"Previous Slide","Previous Slide"
"Previous Slide as jQuery Object","Previous Slide as jQuery Object"
Price,Price
"Problem Found","Problem Found"
"Problem Handlings","Problem Handlings"
Product,Product
"Product Categories:","Product Categories:"
"Product ID","Product ID"
"Product Image","Product Image"
"Product Image &lt;img /&gt;","Product Image &lt;img /&gt;"
"Product Image URL","Product Image URL"
"Product Name","Product Name"
"Product Price","Product Price"
"Product Special Price","Product Special Price"
"Product Support","Product Support"
"Product-Based Slider","Product-Based Slider"
Products,Products
Progress,Progress
"Progress Bar","Progress Bar"
"Progress Bar Active","Progress Bar Active"
"Progress Bar Color","Progress Bar Color"
"Progress Bar Height","Progress Bar Height"
"Progress Bar Position","Progress Bar Position"
Published,Published
"Pulbishing Date","Pulbishing Date"
Pulse,Pulse
"Pulse only works when ""Movement"" is enabled!","Pulse only works when ""Movement"" is enabled!"
"Purchase Code","Purchase Code"
"Purchase Code Successfully Activated","Purchase Code Successfully Activated"
"Purchase Code Temporary Activated","Purchase Code Temporary Activated"
"Purchase Code already registered!","Purchase Code already registered!"
"Purchase Code could not be validated","Purchase Code could not be validated"
"Purchase Code is invalid","Purchase Code is invalid"
"Put in the Facebook App ID","Put in the Facebook App ID"
"Put in the Facebook App secret","Put in the Facebook App secret"
"Put in the ID of the YouTube channel","Put in the ID of the YouTube channel"
"Put in the Instagram User Name","Put in the Instagram User Name"
"Put in the Twitter Account to stream from","Put in the Twitter Account to stream from"
"Put in the URL of the flickr Gallery","Put in the URL of the flickr Gallery"
"Put in the URL of the flickr Group","Put in the URL of the flickr Group"
"Put in the URL of the flickr User","Put in the URL of the flickr User"
"Put in the URL/ID of the Facebook page","Put in the URL/ID of the Facebook page"
"Put in your Flickr API Key","Put in your Flickr API Key"
"Put in your Twitter Access Secret","Put in your Twitter Access Secret"
"Put in your Twitter Access Token","Put in your Twitter Access Token"
"Put in your Twitter Consumer Key","Put in your Twitter Consumer Key"
"Put in your Twitter Consumer Secret","Put in your Twitter Consumer Secret"
"Put in your YouTube API Key","Put in your YouTube API Key"
"Put the tabs inside or outside of the slider container. Outside added tabs will decrease the size of the slider.","Put the tabs inside or outside of the slider container. Outside added tabs will decrease the size of the slider."
"Put the thumbnails inside or outside of the slider container. Outside added thumbnails will decrease the size of the slider.","Put the thumbnails inside or outside of the slider container. Outside added thumbnails will decrease the size of the slider."
RELATIVE,RELATIVE
"RTL Direction","RTL Direction"
Radius,Radius
"Radius of Rotation / Pendulum","Radius of Rotation / Pendulum"
Rain,Rain
"Rain Early","Rain Early"
"Rain Late","Rain Late"
"Rain Shower","Rain Shower"
"Rain Shower/Windy","Rain Shower/Windy"
"Rain and Snow","Rain and Snow"
"Rain and Snow/Windy","Rain and Snow/Windy"
"Rain to Snow","Rain to Snow"
Rain/Snow,Rain/Snow
"Rain/Snow Early","Rain/Snow Early"
"Rain/Snow Late","Rain/Snow Late"
"Rain/Snow Showers","Rain/Snow Showers"
"Rain/Snow Showers Early","Rain/Snow Showers Early"
"Rain/Snow Showers Late","Rain/Snow Showers Late"
"Rain/Snow Showers/Wind","Rain/Snow Showers/Wind"
Rain/Snow/Wind,Rain/Snow/Wind
Rain/Thunder,Rain/Thunder
Rain/Wind,Rain/Wind
"Rain/Wind Early","Rain/Wind Early"
"Rain/Wind Late","Rain/Wind Late"
Rain/Windy,Rain/Windy
Random,Random
"Random Sizes","Random Sizes"
"Random Transparency","Random Transparency"
"Randomize the order of the slides at every Page reload.","Randomize the order of the slides at every Page reload."
"Re-Download Slider","Re-Download Slider"
"Re-Download Slider Pack","Re-Download Slider Pack"
"Read <a target=""_blank"" href=""http://weblizar.com/get-flickr-api-key/"">here</a> how to receive your Flickr API key","Read <a target=""_blank"" href=""http://weblizar.com/get-flickr-api-key/"">here</a> how to receive your Flickr API key"
"Read Only ! Image can be changed from ""Source Tab","Read Only ! Image can be changed from ""Source Tab"
"Really change font settings?","Really change font settings?"
"Really delete Class","Really delete Class"
"Really delete animation:","Really delete animation:"
"Really delete font?","Really delete font?"
"Really delete this preset?","Really delete this preset?"
"Really overwrite Class?","Really overwrite Class?"
"Really overwrite animation?","Really overwrite animation?"
"Really remove this action?","Really remove this action?"
"Really update global styles?","Really update global styles?"
"Recalculate all positions, sizing etc in the slider.  This should be called i.e. if Slider was invisible and becomes visible without any window resize event.","Recalculate all positions, sizing etc in the slider.  This should be called i.e. if Slider was invisible and becomes visible without any window resize event."
Recent,Recent
"Recommended: 100<br><br>","Recommended: 100<br><br>"
"Recommended: 500-900<br><br>","Recommended: 500-900<br><br>"
Redirecting...,Redirecting...
"Redraw Slider","Redraw Slider"
"Refresh Rate","Refresh Rate"
"Refresh rate in minutes (refreshs also with every start, 0 = no dynamic refresh)","Refresh rate in minutes (refreshs also with every start, 0 = no dynamic refresh)"
"Register Slider Revolution","Register Slider Revolution"
"Register the code","Register the code"
Regular,Regular
"Regular - Link to URL,  To Slide - Call a Slide Action","Regular - Link to URL,  To Slide - Call a Slide Action"
Rel,Rel
Related,Related
"Reminder ! One registration per Website. If registered elsewhere please deactivate that registration first.","Reminder ! One registration per Website. If registered elsewhere please deactivate that registration first."
Remove,Remove
"Remove Group with Content","Remove Group with Content"
"Remove One Slide with Slide Index from the Slider. Index starts with 0 which will remove the first slide.","Remove One Slide with Slide Index from the Slider. Index starts with 0 which will remove the first slide."
"Remove Slide","Remove Slide"
"Remove current element from Navigation?","Remove current element from Navigation?"
Rename,Rename
"Rename Animation","Rename Animation"
"Rename CSS","Rename CSS"
"Rename to:","Rename to:"
"Replace From","Replace From"
"Replace To","Replace To"
"Replace URL","Replace URL"
"Replace URL's","Replace URL's"
"Replace all layer and background image url's. example - replace from: http://localhost","Replace all layer and background image url's. example - replace from: http://localhost"
"Replace all layer and background image url's. example - replace to: http://yoursite.com","Replace all layer and background image url's. example - replace to: http://yoursite.com"
"Replace in ALL sliders","Replace in ALL sliders"
Replacing...,Replacing...
Replies,Replies
Requirements,Requirements
"Requirements not met","Requirements not met"
Reset,Reset
"Reset Animation and Trigger States every loop","Reset Animation and Trigger States every loop"
"Reset Size","Reset Size"
"Reset Style Template","Reset Style Template"
"Reset To Preset","Reset To Preset"
"Respect Aspect Ratio","Respect Aspect Ratio"
"Responsive Height","Responsive Height"
"Responsive Offset","Responsive Offset"
"Restart the sequence after the last line has been shown","Restart the sequence after the last line has been shown"
"Restore Slide Backup from","Restore Slide Backup from"
"Resume Slider","Resume Slider"
"Retweet Count","Retweet Count"
Retweets,Retweets
"Reveal Color","Reveal Color"
"Reveal Delay","Reveal Delay"
"Reveal Direction","Reveal Direction"
"Reveal Direction:","Reveal Direction:"
"Reveal Duration","Reveal Duration"
"Reveal Easing","Reveal Easing"
"Reveal Start Delay","Reveal Start Delay"
"Reveal content from left to right or top to bottom","Reveal content from left to right or top to bottom"
Reverse,Reverse
"Reverse Mouse Scroll","Reverse Mouse Scroll"
"Reverse the drawing as the page is scrolled<br><br>","Reverse the drawing as the page is scrolled<br><br>"
"Reverse the functionality of the Mouse Scroll Navigation","Reverse the functionality of the Mouse Scroll Navigation"
"Revolution Defaults","Revolution Defaults"
"Revolution Slider Error","Revolution Slider Error"
"Revolution Slider Page","Revolution Slider Page"
"Revolution Sliders","Revolution Sliders"
"Rewind at Slide Start:","Rewind at Slide Start:"
Right,Right
"Right Arrow Position","Right Arrow Position"
"Right Bottom","Right Bottom"
"Right Center","Right Center"
"Right Edge Width","Right Edge Width"
"Right Hand","Right Hand"
"Right Top","Right Top"
"Right after installing the Backup add-on, you are ready for action!","Right after installing the Backup add-on, you are ready for action!"
"Right after installing the Whiteboard add-on, you are ready for action!","Right after installing the Whiteboard add-on, you are ready for action!"
"Right to Left","Right to Left"
Rotate,Rotate
Rotation,Rotation
"Rotation Variations","Rotation Variations"
"Rotation enabled/disabled for not focused elements.","Rotation enabled/disabled for not focused elements."
"Rotation is varying based on the distance to the focused element.","Rotation is varying based on the distance to the focused element."
"Rotation on X axis (+/-)","Rotation on X axis (+/-)"
"Rotation on Y axis (+/-)","Rotation on Y axis (+/-)"
"Rotation on Z axis (+/-)","Rotation on Z axis (+/-)"
Rotation:,Rotation:
"SFX Color","SFX Color"
"SFX Color Out","SFX Color Out"
SKU,SKU
SVG,SVG
"SVG Stroke Color","SVG Stroke Color"
"SVG Stroke Dash Array","SVG Stroke Dash Array"
"SVG Stroke Dash Offset","SVG Stroke Dash Offset"
"SVG Stroke Dasharray","SVG Stroke Dasharray"
"SVG Stroke Width","SVG Stroke Width"
"Same Window","Same Window"
"Sans-Serif Fonts","Sans-Serif Fonts"
Save,Save
"Save All Changes","Save All Changes"
"Save As","Save As"
"Save As:","Save As:"
"Save Changes?","Save Changes?"
"Save Current Settings as Preset","Save Current Settings as Preset"
"Save Performance:","Save Performance:"
"Save Settings","Save Settings"
"Save Settings as Preset","Save Settings as Preset"
"Save Slide","Save Slide"
"Save Static Styles","Save Static Styles"
"Save Under","Save Under"
"Save Under:","Save Under:"
"Save as Preset","Save as Preset"
"Save as Template","Save as Template"
"Save"" the Slider","Save"" the Slider"
Scale,Scale
"Scale Offset","Scale Offset"
"Scale Offset: ","Scale Offset: "
"Scale To","Scale To"
"Scale enabled/disabled for not focused elements.","Scale enabled/disabled for not focused elements."
"Scale is varying based on the distance to the focused element.","Scale is varying based on the distance to the focused element."
"Scale: (in %):","Scale: (in %):"
"Scattered Showers","Scattered Showers"
"Scattered Showers/Wind","Scattered Showers/Wind"
"Scattered Snow Showers","Scattered Snow Showers"
"Scattered Snow Showers/Wind","Scattered Snow Showers/Wind"
"Scattered T-storms","Scattered T-storms"
"Scattered Thunderstorms","Scattered Thunderstorms"
"Scroll Below Slider","Scroll Below Slider"
"Scroll Dependencies:","Scroll Dependencies:"
"Scroll Effects","Scroll Effects"
"Scroll Offset","Scroll Offset"
"Scroll Position","Scroll Position"
"Scroll below slider on vertical swipe","Scroll below slider on vertical swipe"
"Scroll page under the slider.","Scroll page under the slider."
"Scroll to Options","Scroll to Options"
"Search for Objects...","Search for Objects..."
"See how to find the Youtube channel ID <a target=""_blank"" href=""https://support.google.com/youtube/answer/3250431?hl=en"">here</a>","See how to find the Youtube channel ID <a target=""_blank"" href=""https://support.google.com/youtube/answer/3250431?hl=en"">here</a>"
"Segment End:","Segment End:"
"Segment Start:","Segment Start:"
Select,Select
"Select ""After"" Image","Select ""After"" Image"
"Select ""After"" Video","Select ""After"" Video"
"Select ""Backups","Select ""Backups"
"Select ""Typewriter","Select ""Typewriter"
"Select ""Whiteboard","Select ""Whiteboard"
"Select Add-on","Select Add-on"
"Select Album","Select Album"
"Select Backup","Select Backup"
"Select Color","Select Color"
"Select Image","Select Image"
"Select Layer","Select Layer"
"Select Layer Image","Select Layer Image"
"Select Photoset","Select Photoset"
"Select Playlist","Select Playlist"
"Select Slide Image","Select Slide Image"
"Select Slide Video","Select Slide Video"
"Select Static Layer Image","Select Static Layer Image"
"Select a Slider Type","Select a Slider Type"
"Select a Slider/Slide/Layer to Import","Select a Slider/Slide/Layer to Import"
"Select a Spinner for your Slider","Select a Spinner for your Slider"
"Select a Template","Select a Template"
"Select a color for the arrow icons<br><br>","Select a color for the arrow icons<br><br>"
